Date,Agua_de_Beber_1963_Version,Aguas_de_Marco_Waters_of_March,Baby_I_Love_Your_Way,Back_in_Black,Better_Together,Billie_Jean,Bold_As_Love,Born_In_The_U.S.A,Break_Free_feat_Zedd,Break_on_Through,Brick_House,Coming_Home,Contact,Dancing_In_The_Dark,Dont_Worry_Be_Happy,Easy_Extended,Forget_You,Get_Lucky,Gimme_Shelter,Glory_Days,Got_to_Be_Real,Gravity,Holocene,I_Want_You_Back,Is_This_Love,Jamming,Lets_Groove,Levels_Original_Mix,Light_My_Fire,Little_Ghetto_Boy,Love_On_Top,Lovers_Carvings,Motherboard,Movin_Out_Anthonys_Song,My_Cherie_Amour,Ooh_La,Rich_Girl,River,Rolling_in_the_Deep,Sara_Smile,Seaside,Shake_Your_Body_Down_To_The_Ground,Sleepyhead,Slip_Slide,Slow_Dance,Sofa_Song,Someone_New,Starry_Eyed,Stayin_Alive,Stereo,Sunday_Candy,The_Girl_from_Ipanema,Thriller,Treasure,Use_Me,You_Make_My_Dreams,You_Rock_My_World_With_Intro,Latch_feat_Sam_Smith,Wish_You_Were_Here,Smooth_Criminal,Sir_Duke,Signed_Sealed_Delivered_Im_Yours,Rather_Be_feat_Jess_Glynne,Part-Time_Lover,Money,Just_Friends_Sunny,I_Will_Wait,Ho_Hey,Hey_You,Boogie_On_Reggae_Woman,Black_Or_White,Behind_Blue_Eyes,Beat_It,Beast_Of_Burden,Babel,Thrift_Shop_feat_Wanz,That_Girl,Sunday_Morning,Smooth_Sailin,Mirrors,Lisa_Sawyer,Kids,I_Got_You_I_Feel_Good,Get_Up_Offa_That_Thing_1991_Edit,Get_Down_on_It,Flowers,Electric_Feel,Cant_Hold_Us_feat_Ray_Dalton,Brown_Skin_Girl,Yellow,When_We_Get_By,When_I_Was_Your_Man,Viva_la_Vida,Stir_It_Up_Original,Should_I_Stay_Or_Should_I_Go,Needy_Girl,Lonely_Boy,London_Calling,Life_In_Technicolor,Call_Me_Maybe,Buffalo_Soldier
2/2/21,1471,6717,8551,7388,2718,1589,2206,3102,4702,8856,1700,953,7563,5517,7824,2107,1346,5931,6514,5605,1207,2514,8949,2585,6050,7973,185,2638,9035,4511,5317,5812,6610,4479,642,9844,3982,1960,4181,7663,8272,4659,3065,3936,1694,9784,6092,5560,6106,8340,832,2203,9740,9005,4395,8602,4639,5350,5498,3757,7894,664,4712,6555,6960,5879,2003,646,5826,6161,7594,6795,8878,1083,6423,2351,5978,6566,253,7904,1857,5755,9314,1067,511,1840,3373,2854,4210,2950,7603,8473,7112,5554,1846,9611,1595,3757,5907,1574,8852
2/3/21,7305,7502,426,2017,8225,7360,3995,7691,5140,8016,6654,9126,1541,2089,1254,7195,6195,6362,1726,4030,6356,7971,9365,7070,8432,106,8204,4063,2167,9967,8095,8023,7033,3767,9629,8145,2972,1971,995,6053,4003,121,7444,4588,9489,3185,8278,7721,6168,4985,3018,5504,675,8788,8599,1959,740,8162,2629,1652,5016,5714,2005,945,283,3964,3080,8591,8561,7669,8987,1848,5850,1077,8689,9406,4360,8185,4719,5959,5788,3523,167,7418,7203,5220,2603,18,8869,5180,952,3440,9694,2480,1450,5906,2121,7329,807,9635,6483
2/4/21,8678,7640,3610,9929,3112,3869,5613,8346,5375,8502,3817,3127,6671,2423,1905,6454,2150,7441,9986,4172,7355,4535,4360,4864,8469,9157,3366,5506,4196,5595,1189,6629,7467,5218,2657,3016,2405,4855,3029,8003,3376,3025,5937,3452,1751,7484,3912,5078,1042,6882,6448,4417,9892,7038,2002,5099,8497,2137,5689,904,6766,1316,5137,982,3871,3227,7958,1165,4262,5015,5434,2002,9862,8997,433,6393,6723,4834,1088,1704,2916,2909,1914,6019,4790,3986,5854,8737,1652,4038,899,5767,617,9098,1377,9885,5324,9501,2869,4686,4857
2/5/21,2195,3109,9636,612,7092,1928,8157,7097,9493,1239,7536,2821,3036,9667,8890,8045,8128,5193,6315,7856,1472,7510,4470,3396,878,3078,2685,2764,799,7594,2961,1310,3920,417,984,8843,8893,5345,9056,7052,7336,9284,7730,3687,7894,1805,4905,479,5296,3310,244,6417,5195,3525,8522,7463,7112,9618,4120,2756,9234,8848,3220,9849,8800,3970,485,5445,6124,6021,8314,6885,8111,3539,5077,418,9428,4422,4487,3186,626,6848,276,4543,6424,7801,6384,3807,3570,8567,380,6405,4394,7757,1380,4863,9172,0,5430,2052,8792
2/6/21,7440,4215,7000,4842,891,5001,1399,6253,3708,6865,7898,5132,6019,5656,60,6888,7055,8401,9096,6361,7788,3201,4900,335,5971,4376,5943,6278,3650,4909,8420,19,788,5190,3341,8744,5037,4332,3888,1540,9548,5602,7492,2866,5471,7765,9879,5252,7594,9644,4035,8252,2418,6024,7734,6113,8124,2861,9299,2916,6895,4279,1601,2232,7270,855,4026,2398,5659,1620,8438,236,1650,2897,5474,3362,8738,1628,3162,8673,4584,868,4666,1874,594,5746,9015,5309,4877,1960,7717,2597,1720,7441,6104,7842,5680,1834,8906,1693,9615
2/7/21,2397,9257,4937,2560,4710,3261,5720,2223,9392,2415,4681,3092,2426,9452,4415,6368,1299,5616,8753,8640,4924,4087,6095,1958,810,2595,2680,6093,2636,865,1018,4831,1931,6407,7385,7283,6891,1595,555,8564,9645,2505,8571,5232,6287,5075,8060,3353,4748,4838,6037,3646,2337,4966,356,10000,5661,5815,4039,6939,759,1228,2856,1371,2922,1598,787,2299,5,5387,1790,117,6137,8150,1666,8318,2879,9977,2319,17,8753,5020,869,809,5675,9734,8606,3422,5789,2629,4364,9444,3342,9741,9094,3856,8925,9630,4530,4862,9847
2/8/21,1771,6100,7757,7256,4156,7953,2527,6840,9039,6000,7020,1943,9283,2080,9425,3241,9315,1216,907,5814,654,108,990,8310,5208,2496,8712,4086,8129,4789,8731,3371,5195,6487,3222,5505,8821,3143,6471,5972,3251,964,8024,8839,893,8151,8407,3250,187,2191,9506,6425,8170,8834,950,8852,1134,3031,9245,1981,9758,7496,5957,1884,1062,7733,3535,4615,7682,8002,4565,3930,7648,2846,9280,6006,3026,170,3640,6433,1661,6250,7029,1920,1721,4224,9496,2210,1098,3905,1308,9502,1290,6015,2147,3282,1600,7161,6173,4056,2419
2/9/21,9187,5734,9988,9262,9216,1901,3316,5037,957,3159,8870,9033,9937,2844,5619,7910,9237,3753,4249,4190,6193,6071,3230,3582,8837,3978,288,674,6912,6199,1586,3177,6405,4072,4268,7455,7793,4131,3470,9195,4820,7414,1934,4618,9520,4742,3885,9088,5596,7223,2824,4613,8520,5848,2143,6822,9781,7518,2507,5732,1729,6214,4357,8955,2781,3941,8190,3965,6239,5898,3037,3126,9326,3009,2183,8342,5567,1231,3510,4230,5042,9755,3461,3250,4516,5252,1618,7336,2595,5890,1738,4430,8188,6493,3397,5165,3909,201,2792,1346,6345
2/10/21,3123,8053,2797,9818,5402,6317,7876,369,9873,3977,4481,9122,3183,8909,8035,5324,803,4615,8589,1007,6725,1897,22,5244,853,2505,6295,5635,2960,6064,6454,2126,4917,2580,4276,2109,7096,5010,7882,4673,5916,8451,9321,241,6816,1205,8970,9453,2895,9615,391,7158,6297,5511,2215,3460,2252,1766,8487,7685,7759,3714,557,5625,4711,9226,1949,1218,6406,5874,8243,9831,5649,1838,6859,2988,8111,5026,1247,7351,4355,5093,6373,762,8653,5850,4876,4750,4643,6907,6056,4161,5230,2616,3428,5718,8278,3309,8367,3501,9629
2/11/21,1685,6934,4988,8831,8890,4010,9648,8468,9510,35,2407,6247,2165,6699,9210,96,9531,5831,9816,2117,2799,9428,5547,8133,2607,2258,6055,3432,2398,2894,1149,4756,7330,1625,2973,1276,9275,7528,30,7501,3554,7875,3761,7723,1081,8351,920,3289,4626,5011,507,7100,4950,5803,8555,9556,6097,1289,6777,2479,2490,3421,181,5703,7339,1050,8781,8240,6682,5961,9936,764,5467,3725,3174,8883,5472,124,7289,8053,7841,9492,1275,1525,4661,3148,1942,2521,6918,7571,1484,6969,5352,8820,2012,7092,8479,8504,4878,1245,61
2/12/21,1062,3371,9348,6577,6428,2838,8962,5717,6504,3506,8489,6765,7941,1911,5332,2803,2019,6392,354,7632,5089,4227,3523,6791,9098,1199,7624,51,1601,8091,3892,2798,3313,2048,363,8349,804,3617,358,7360,88,2449,6425,2431,2718,7572,1517,5093,9953,5212,7435,9443,8149,3862,8140,7417,6973,3610,1387,738,7226,3877,2680,5004,9172,7114,5357,1721,7987,7534,7955,1256,9924,6219,4059,4066,601,5659,7906,9460,3928,1303,191,4916,8011,1176,6654,5500,671,4562,552,9527,4841,6415,8529,5129,365,2092,4930,6807,5807
2/13/21,5519,3897,5861,8412,2485,790,3772,2873,3227,6832,5434,2177,6924,3607,7669,9779,467,1881,679,8863,1399,2097,8596,5057,2035,4573,5288,2576,7601,9654,3487,8993,454,6410,8569,4258,5650,1288,3002,252,191,7163,5284,5020,6814,2062,1838,8536,9849,6771,8090,2473,7337,9308,2660,154,7572,8864,1175,4781,7811,5337,8988,7022,2816,4530,4804,1356,550,472,555,7241,4383,3830,9427,8753,4732,8215,4612,8341,3032,3849,3907,4758,8441,3019,2107,3834,4731,7927,2305,5782,8755,1962,2696,536,9030,6732,4319,4620,215
2/14/21,2820,3416,9163,1912,5681,4394,2918,2191,2252,9391,1565,5058,8994,3426,6050,7859,1185,760,3115,3518,2276,8879,8585,5724,6115,7354,4124,6394,9380,5113,6968,6693,5255,9428,6084,3425,873,9320,3791,54,4461,5291,4028,5798,7814,9247,650,8264,8738,2492,1171,1601,3669,4656,2567,7029,6405,1858,7849,2668,9370,8160,205,418,1302,7127,1443,5481,2245,4682,6147,3119,2199,4893,5243,6465,4262,1078,298,100,1746,419,9644,7423,6597,8913,2222,4879,7904,5768,9006,4853,6856,9714,6333,615,5310,3006,8925,7591,2490
2/15/21,711,568,4536,1453,871,9267,7548,3345,8645,719,8857,1725,683,5020,403,4161,9842,2671,9046,2263,3454,5138,9962,6743,9870,2860,9582,3158,8546,8255,5473,4766,1506,3518,3103,5979,2094,6886,544,4119,4937,3801,7436,6792,3454,3157,8985,6893,7419,3798,2797,3602,4074,3156,9456,4109,3570,3798,101,2914,8832,6290,7538,4423,3486,2043,4893,4974,1984,4601,9845,5956,3310,3359,1059,4268,7002,2607,3367,5592,7394,1141,9647,8122,5710,7193,7586,8905,9485,1431,1828,2515,9928,1140,3100,198,4089,7216,4217,7330,3735
2/16/21,802,4240,9442,1466,7265,568,4902,8259,8853,6573,600,2223,8620,3443,6539,6143,6286,9336,1320,2371,1060,6947,2501,6852,8236,3810,4444,6699,5654,3043,6499,6746,5903,3309,4476,6277,364,3781,9757,7102,8126,7227,893,5926,420,1924,8177,9111,4358,4657,9198,2259,810,3879,9604,62,936,2457,3380,353,3638,3966,77,5810,9114,7411,4240,9982,5904,3553,6123,5898,2997,5385,1555,4787,7349,822,8308,2486,9571,4891,4524,4909,9175,1281,9246,5717,2314,9241,5638,9318,1198,1904,3353,5499,8389,485,4529,1853,914
2/17/21,4179,1413,3526,3998,8691,3029,7121,1290,703,4251,5947,9467,12,73,9374,693,1665,6884,2083,398,1812,7977,8580,5186,8223,1512,9668,7110,6953,7154,9422,8368,3754,1806,326,1209,4964,5600,1518,6024,4677,2063,5988,4350,9064,8614,861,2200,5967,5270,4551,9808,3093,7874,8379,4403,1428,2038,2440,517,6934,6454,3599,9954,3321,4848,165,1688,9543,2131,9817,6475,6536,624,9237,6866,8297,2847,2096,7533,2540,9758,4082,2005,5288,9739,4228,338,1233,7673,7683,9113,4303,2887,2998,7792,6196,5317,7822,374,2424
2/18/21,4219,6229,3731,9069,7911,7159,1201,6901,7091,9579,5120,3680,6684,8032,1029,6633,8902,5099,7616,7046,8008,5045,7988,1654,6980,6579,8905,1902,120,9829,2193,7209,5922,8263,6806,5197,7509,650,4804,1807,7104,4554,4947,4647,3423,7446,4915,5954,1866,1414,6610,6270,125,2289,5946,7321,6988,3694,912,7822,1852,3502,2868,4432,7209,5589,616,2915,2435,8945,7159,8705,3505,6638,3679,1789,1870,5181,4596,8723,6828,1276,3654,9008,3816,372,3575,8174,3239,1730,2191,7330,123,1391,6004,5031,5551,5417,9142,6923,7203
2/19/21,7543,1603,8931,794,5582,1055,1152,8659,2438,2387,4352,4706,3923,3578,8220,9346,2358,4074,8810,7018,713,8867,2156,3830,7923,9556,9942,5759,5017,8429,7727,1335,3685,2479,1497,8728,4138,1097,8375,1678,1582,9147,3946,8315,6259,9758,3390,7300,6662,7092,9382,8974,4736,7722,8849,3243,3389,204,3846,4466,7628,1983,6520,125,5213,6939,9520,8586,57,887,6655,2226,1922,6053,5615,8569,6030,2272,7843,6229,8864,2223,7755,4512,6654,7144,648,2759,3025,4742,4132,281,2811,1169,6130,7898,6202,7351,7929,596,8361
2/20/21,8278,4153,674,2446,5492,222,5972,8432,2081,9393,4165,2585,7974,8714,7027,7406,7426,7784,1146,7331,605,4483,6756,3817,634,8216,7079,439,2330,6933,254,2721,3111,2270,4533,1156,6855,393,2963,4281,3514,135,8552,4949,1554,4379,9314,2573,5059,7909,121,907,5975,8766,7993,4885,6286,2080,9868,4586,1798,4505,6760,561,1456,5326,9708,9014,1109,1618,8214,2254,7222,4199,4540,3117,7398,1186,1358,5589,937,1154,8608,8073,8068,4792,9768,3398,5557,4183,4767,2775,2331,9082,2931,6955,3823,2632,4330,5912,9068
2/21/21,4841,9416,9861,5881,4885,1401,3641,6248,6734,1936,4879,8397,2263,4612,7927,8274,1537,1690,5077,5578,7288,4699,1136,8235,7374,7028,6577,1888,2401,504,559,8769,145,4377,6899,8088,8560,3436,4129,896,6317,5997,2599,9220,898,8200,6558,6709,1736,4691,3672,1065,2360,4962,5368,5524,7029,4615,3561,5835,494,3331,9157,9312,7687,437,6510,397,2386,9164,9228,2892,7784,7967,6439,3618,5248,5071,8738,4745,8765,2923,612,1832,470,6587,1565,507,4743,6564,9644,5340,4861,984,5754,6136,7493,1237,7342,5276,7587
2/22/21,9945,8884,8624,7653,9946,5458,4134,3790,1515,3040,2951,6495,3566,2696,3185,1440,5595,4607,8463,7246,8836,6522,2192,7401,7908,5615,3982,7416,6711,2366,9846,3076,9704,7617,1643,2030,8087,1314,8902,7913,6576,8011,8272,8103,7105,9693,7153,177,8357,8579,3692,6152,390,5990,8716,9434,8457,1499,2219,4655,2808,7675,180,6319,3614,4793,6237,7864,1296,9507,7472,5649,8515,1349,3705,9928,5417,7838,7737,3263,341,6430,4037,2176,7852,5574,3024,4374,1661,9500,256,8663,945,5581,4066,1278,9329,5526,8521,114,2261
2/23/21,8872,1202,4904,3851,7438,3311,662,4715,3403,2035,8483,5240,4431,2118,755,9172,4498,7801,4135,1518,6994,7862,7320,3664,2562,1140,9812,6500,2655,5550,4430,7465,6871,5748,7927,5237,7143,331,1514,8606,1945,9758,8902,1035,4104,8697,5105,6986,2126,2163,6300,7631,5736,830,1903,5736,8035,5310,966,5057,2268,3726,1046,7793,3984,4244,3618,4230,1988,8834,8240,4053,754,5080,494,4556,410,428,6085,2279,5718,2264,2685,5239,4918,3380,1985,1997,1570,1722,8283,5961,4437,165,9683,196,5169,7454,4331,9735,4582
2/24/21,2249,4742,6654,9818,6034,760,8746,7338,4288,1389,1817,2353,431,7076,3718,7611,295,2666,9458,8080,8419,6195,1247,8898,4517,7262,8875,5048,5103,2766,5355,7615,4996,1671,9452,7806,3017,6187,5026,9292,245,3603,8204,7269,1315,8237,818,7955,5682,7385,3575,6052,4714,9272,2470,626,4960,8033,6664,2325,3736,8939,413,7425,2265,1471,7900,2765,4546,3048,7080,2580,5601,5163,2445,1743,1194,5362,6091,560,7773,5804,2396,8661,8568,8139,3447,8579,8240,7332,5578,2609,2182,6500,2121,2729,5331,5570,9543,1104,7089
2/25/21,246,6211,3922,8027,9011,1252,245,3830,1066,7869,685,1298,3309,8715,3203,1150,290,7577,5522,1289,6931,5430,6361,1237,3719,2356,2130,3751,8063,9688,2634,7575,1837,5404,1701,1933,8841,8050,2282,8631,5569,6278,7218,1391,273,5202,9257,9412,6450,1362,2188,6115,6155,8928,1088,1908,2593,3348,3770,707,2009,2288,733,4472,1819,3891,6380,5986,8486,1765,6330,4396,1508,1201,2312,7138,3149,2745,4176,9451,8115,811,415,9582,5949,2572,8656,2729,3929,1914,5800,4034,2651,6949,9043,4083,809,2116,9395,768,1456
2/26/21,7912,2830,6521,3390,2586,868,2446,2416,8696,4690,3990,5055,7616,3643,2752,9701,2583,8766,3448,7645,50,2107,3632,211,459,6237,5932,5244,1342,4202,7225,6510,5922,6150,45,4955,1049,7783,9719,6749,9074,5786,2103,5025,2488,9575,1936,4313,7624,4799,1255,4789,7085,9456,7718,8367,8214,4513,822,3031,4228,7708,7324,7846,8892,29,834,8220,3497,4389,2019,7104,6742,6661,7805,8485,6884,7493,6574,2940,8370,6513,8664,431,6955,6898,4354,8277,7908,3645,7968,1267,5180,1824,4899,8188,3987,5839,4968,8220,5369
2/27/21,1600,4760,9511,8103,8226,2568,6417,7266,5713,6516,6963,4364,7692,7173,3280,5988,2154,1532,306,7195,3767,2932,1041,1715,878,7458,2698,8525,561,3507,644,8267,8702,4236,5733,9544,5700,7377,2113,663,9944,6475,407,5794,6138,8446,5210,3619,6622,4930,1939,7410,6,6962,5420,3635,2054,8299,693,2755,1800,6083,8315,5580,2598,9666,9255,1904,2982,3565,4948,537,149,1072,710,1381,2457,949,7802,651,962,1603,6034,5546,7210,9949,8608,2345,2401,235,4321,3363,5470,8801,3798,5191,9123,5082,8812,4919,6012
2/28/21,8958,8165,7939,2630,9385,3322,8089,3317,9758,9164,9481,5155,8714,2610,9637,9088,2572,2300,9879,2827,6517,6929,2162,6744,9260,2127,1325,7957,4088,9827,5802,8139,2610,3560,7651,4727,2098,3516,5337,9388,609,8149,5116,7988,8954,7683,2229,9645,7900,1072,7556,4071,1581,3376,9217,9332,2977,8203,8763,5208,5441,5592,9805,7717,2639,4746,3329,3608,750,8680,8050,6083,682,4394,4015,4379,3682,3643,6261,2504,6984,1575,9736,7123,4977,4933,1838,1543,7487,8942,9028,7518,6912,3061,5573,4833,7289,7097,7989,3430,2183
3/1/21,4612,450,199,4143,5983,251,5962,8045,9499,4500,799,6415,8158,7324,4435,3356,4922,4295,9388,9321,2168,3818,2323,6871,5693,7471,1844,337,5157,5535,5452,6351,3784,1184,1157,9614,2360,8692,2310,5274,5508,8020,2417,5863,3386,9346,6048,4104,8900,9026,1757,5786,9595,7523,1607,8784,4807,4420,4531,1989,9775,4063,9013,7339,696,5702,3259,9581,5290,5143,2385,9343,3998,605,4419,9627,8367,3827,1677,1280,2904,5318,1800,3027,3403,1328,9622,5209,9909,4672,5159,6774,9921,6885,4881,1910,5662,1915,655,8505,4012
3/2/21,6844,6604,422,9059,5197,5645,6010,7797,755,6268,494,1785,2611,7573,4877,6133,5630,3955,2893,408,7009,9346,8007,2415,8754,3545,5992,728,4796,1006,4684,7177,5904,9928,1065,1992,4494,2462,2590,6894,2871,7386,3580,9830,4934,9297,9207,3404,2252,7662,9135,4283,5178,135,4144,3341,7027,4773,3356,6842,8231,101,7197,4761,1672,8170,2435,2909,411,5013,4140,1973,9843,2026,1991,5104,568,1975,2569,3713,9537,142,6825,2876,5123,7076,4119,9863,8054,4632,105,6231,1508,9360,1699,4017,1599,154,1065,7434,498
3/3/21,7660,66,8676,3470,6621,6959,7459,7298,5502,9312,4331,2520,7912,3579,9040,4947,9493,8286,2072,1405,5789,8827,1235,3250,1890,3104,9683,5671,2339,861,8826,1770,7590,8401,8766,3806,767,1196,2092,2670,125,7970,928,1753,4325,3440,6867,243,5646,7913,5373,5376,1457,6740,9150,8495,9301,8542,2319,9158,7456,4575,9961,4132,8882,7687,1096,8140,1894,8678,4134,3405,8609,4571,7275,989,5062,7435,6792,142,9202,7065,5096,1516,3626,2492,2577,6582,7535,4517,360,7698,3264,8414,9422,3825,9667,4971,4981,9158,1172
3/4/21,914,8030,253,1891,7105,4364,5717,6359,3041,743,4450,9407,3888,1938,4828,5399,8712,9892,9635,4354,7386,8113,1966,2952,1496,32,1902,5833,6632,6924,1410,5255,7172,6072,2806,9717,3665,7886,7294,1142,3906,8293,8755,7744,9341,8389,1937,6743,1226,6326,9900,1106,5148,261,8098,9524,5666,4592,1017,5102,8746,5833,3256,1350,7028,1978,4441,3152,441,1504,8263,1593,7661,9909,1022,6205,7645,6331,6153,5208,9577,4219,7561,8829,6138,6545,5831,6038,7611,6983,9559,6417,9387,512,4984,5139,3537,6319,4836,3282,7760
3/5/21,4597,1956,1673,2438,1784,6069,7037,3621,6808,3708,7148,886,4112,417,809,2413,6160,4663,4267,8341,9685,9974,8206,7486,1098,345,1859,3601,684,3316,545,3507,3541,1324,9503,2942,3115,5222,1046,4212,6133,29,440,3077,1781,1365,230,3313,9567,5970,3616,6801,3887,6738,3655,4667,5801,4709,7386,2733,4317,7232,3272,809,6182,5725,9076,5387,8336,7599,2437,4335,8620,6011,8993,8940,672,2295,8714,1894,8134,5337,1924,4870,7920,4054,3580,77,2840,549,1256,537,7697,1315,8041,5060,5146,945,2336,6319,7140
3/6/21,3253,200,7056,3603,3943,9634,8917,4094,6099,9926,2658,7551,4346,4971,5582,6678,4243,235,4715,9097,8715,9410,4572,7826,8023,4052,211,1494,2005,2425,9333,5272,2935,5413,8904,5195,228,4975,7074,7403,832,2422,2652,7343,8157,1775,6494,5134,4482,6106,6001,8452,2766,1140,1753,1880,3574,1130,2488,3748,9677,4940,111,4860,6873,8544,8701,8956,1492,9861,2440,962,1100,5192,6723,1185,5222,3367,3652,1955,3176,3627,6824,2330,2804,674,8993,2151,6786,9501,9559,9661,1451,5779,9204,7079,5963,9907,4392,5202,2489
3/7/21,2997,4170,7960,1330,6105,7045,3173,7261,8757,6710,8889,3127,8244,871,7756,9941,4357,4009,9819,4113,6247,757,2437,1704,4604,7453,4263,9883,207,8113,2363,273,6953,2694,8645,4993,7507,3425,8920,3904,5596,3137,656,3330,5695,7169,8635,9193,4829,660,621,8231,2444,59,7561,727,1718,6480,3120,6043,6734,5326,8001,7590,9944,8625,3685,9360,7371,5718,4152,9785,6417,4432,5015,7454,1252,2641,1844,4764,8754,9001,5982,5783,7795,5985,4617,5132,8160,2837,7068,3664,5894,7329,1804,6506,1714,9703,7209,9209,7993
3/8/21,9108,1911,1601,9358,8074,2034,6859,1096,5112,1224,8894,1447,2045,7907,2129,9836,2111,728,2022,8485,1675,9527,717,3771,8760,4727,3299,9447,8678,7209,3789,9197,9337,4609,7529,267,180,417,9229,7905,5239,1530,3277,8612,3995,3698,2761,8874,279,8720,7406,8279,1201,3799,4201,3958,7236,4531,4302,4441,3319,1448,3780,286,7521,6311,2383,9469,5560,7341,8340,9135,1042,2418,7121,7303,1039,8141,8777,4657,4565,9135,29,8987,4504,6228,8136,4102,3716,2536,3367,5093,6400,6138,3389,5529,2057,4233,5498,299,4720
3/9/21,5528,951,6360,12,2260,1448,1947,7406,4264,2278,9664,9780,7832,5353,7831,2229,5491,3041,2997,3420,339,1191,943,1599,1955,9308,7103,593,6406,6194,3689,159,5556,98,8402,5258,1867,2424,8483,6344,5403,1636,3385,6944,6435,6918,8179,9123,870,2378,5082,2597,2872,4134,7131,8185,3659,4017,797,2412,1152,1377,7232,5869,916,9067,7297,5245,688,6753,1917,6360,4444,6264,7340,4198,8491,5884,2804,5244,422,7155,1526,9018,2391,7758,4486,2054,1238,571,6983,3391,3544,7666,1604,9016,9485,8410,3182,206,7785
3/10/21,8208,5039,9528,9635,3604,6158,4126,4408,1025,2259,7260,1469,6287,1912,5904,4702,6207,5771,340,6087,2489,8229,4122,3295,853,5680,4862,8853,4326,7983,140,7429,3227,758,1712,9897,5960,1962,5710,2066,1687,9068,3076,1440,5305,9490,9893,4051,4775,6867,7259,9307,9609,4455,1807,9215,4797,1057,9140,9014,3046,7946,1819,5720,9342,5653,6673,4180,4169,1360,8926,2554,7282,6450,2211,1186,6242,2363,5046,4995,7193,4702,6898,3841,235,8800,8747,2627,8985,7987,4346,9884,5077,3471,4696,1204,3665,5958,7641,163,1085
3/11/21,2932,4360,4276,7065,5739,2957,1073,4759,5000,4309,2342,8916,5805,7721,5630,2707,6976,9364,139,5048,8685,6104,4904,6017,1235,2173,4596,8932,6630,6122,5955,4806,5206,5850,7577,5253,2714,9507,3139,5584,6357,3951,560,9783,6676,2280,2704,7042,3850,9829,5862,4739,1765,6932,9119,2316,5852,5892,4412,7719,1532,2117,3836,2133,8584,7753,7281,7238,8977,1169,3403,9359,4990,9750,3803,2851,6193,8212,2043,7376,9752,5928,1884,5662,5117,9442,1466,8400,1280,8197,1351,2734,113,2049,7928,2060,2235,7270,3496,6692,7924
3/12/21,6961,1579,3711,4330,6213,1267,5689,2889,496,8152,2427,3616,205,2749,5366,6966,2542,5732,8994,8811,4505,1135,876,5218,4324,656,2039,5395,1507,5400,2179,5518,9993,9706,2216,2077,8759,6272,951,4441,9427,6115,3556,3573,391,8865,2058,9639,7796,9031,6355,8155,7107,1751,590,1528,787,1321,3743,3608,6634,1291,2337,8758,7286,5969,3137,819,2632,4902,276,5706,8035,5644,8811,885,6756,7744,2670,5053,2699,6568,3434,8127,5610,5555,8831,8861,9636,4431,9316,6748,5391,4413,6653,3676,1775,1813,29,2007,5460
3/13/21,8781,3464,7801,8343,7065,3963,6524,7145,1473,4225,8665,2370,3535,9148,4681,7059,2284,2325,6920,2497,5269,5912,8415,8679,6453,8766,4068,7147,73,210,5096,3932,8150,1308,4284,674,9596,1006,149,2248,2095,2225,4044,3587,1322,3093,9570,6075,1786,7724,8088,2686,5825,7165,4951,6278,997,7853,4162,1490,478,6667,5925,3458,3771,3725,1937,4863,9537,37,1254,9368,8536,3357,8552,3135,2189,7555,8490,6755,9339,1975,3312,1044,1673,2160,6839,1081,2823,3942,6937,7126,9532,5913,1862,5405,6139,8387,503,5122,2262
3/14/21,8992,3889,8325,6737,4736,1549,6612,7801,5348,7746,5068,883,477,5687,4888,8292,3534,146,8381,9852,1171,2977,606,8735,2251,6337,2168,9624,4247,876,8842,9076,2605,6295,2143,2498,5904,7404,2144,9048,4477,2864,5414,7323,4944,1668,1467,4294,128,1946,8705,7913,1483,3267,6997,2821,9128,6174,3376,4617,9112,7629,2216,6554,5610,592,946,3894,6956,9725,9559,2349,1399,8448,3511,512,1334,6991,2442,416,4496,8604,5653,8913,9983,8509,8912,4594,7202,2937,1802,7709,2609,6780,6310,2642,1311,8899,7589,6912,2764
3/15/21,9436,1104,6247,2253,8907,280,7353,1016,6119,5144,4040,9673,5996,9567,6611,9447,7615,6728,2725,3949,2108,52,1232,911,1362,5076,4865,353,2820,2362,628,651,5732,7132,9892,3401,2027,8598,8379,7473,5213,9431,1667,1770,6800,3449,3516,3978,5088,3674,8656,5209,7248,2804,426,484,809,3417,8801,7524,9762,5879,6321,9768,3940,4448,966,5372,5892,1198,722,807,6181,5439,2978,2122,2777,8220,516,8842,870,8931,4268,731,3692,7820,8369,5644,3651,8766,5471,6037,2729,3503,8201,9912,6143,5916,8231,449,9930
3/16/21,15,2105,7698,2994,1981,7355,1617,801,636,3747,549,1431,6387,271,6070,6152,2491,4933,5171,5101,4910,8091,737,3067,2344,7832,9640,9592,4797,1928,297,9347,8991,8419,5116,9588,3751,6115,108,7943,6219,8717,8393,3428,1935,4008,2471,1292,8295,8158,850,2094,6804,6431,1705,432,3225,2802,5005,5351,5837,7622,2871,8729,715,1076,1288,9438,7302,3105,9306,7958,7817,7879,6734,7246,7217,4449,1208,2483,1399,4911,3614,626,912,3527,4255,969,3430,60,7595,7354,487,6176,6255,1109,8878,4624,2141,7689,6769
